trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
0	yue2	circle	4	0.72	1	3 	 2.3412600248714854 	 3 	 0.0	2.0	0.0	0	1	-1	-1	-0.0	-999	-999	2.0841 	3.4576 	-999	-999	2.4616 	-999	-999	-999	2.4589 	-999	-999	-999	67
1	yue2	circle	8	0.51	1	3 	 2.6899645803218255 	 2 	 -999.0	3.0	2.0	1	1	-1	-1	-999	-0.0	-999	2.0596 	3.4226 	-999	-999	1.5688 	2.6092 	4.0462 	-999	1.6253 	2.4545 	3.1494 	-999	149
2	yue2	circle	4	0.67	1	3 	 2.3785727910220675 	 2 	 1.0	0.0	-999.0	0	1	-1	-1	-0.0	-999	-999	1.6559 	2.7727 	-999	-999	2.3572 	3.4107 	-999	-999	2.4434 	3.6196 	-999	-999	68
3	yue2	circle	8	0.4	1	3 	 2.5646117374609343 	 3 	 4.0	5.0	5.0	0	1	-1	-1	-0.0	-999	-999	2.466 	3.4139 	-999	-999	1.6902 	2.6281 	3.935 	-999	1.5911 	2.1596 	2.779 	-999	142
4	yue2	circle	4	0.27	-1	3 	 2.4872039507170607 	 2 	 3.0	-999.0	0.0	0	-1	1	-1	0.0	-999	-999	1.8735 	2.6074 	-999	-999	2.2679 	2.8605 	-999	-999	1.5163 	2.5185 	3.0772 	-999	72
5	yue2	circle	8	0.16	-1	3 	 2.0472677621148243 	 2 	 -999.0	2.0	7.0	1	-1	1	-1	-999	-0.0	-999	1.931 	2.5219 	-999	-999	1.9201 	3.2983 	-999	-999	1.5528 	2.5798 	-999	-999	113
6	yue2	circle	4	0.38	1	0 	 2.336079518644045 	 3 	 1.0	1.0	1.0	0	1	-1	-1	-1.0	-999	-999	2.1134 	3.2491 	-999	-999	2.2353 	2.9371 	-999	-999	2.2421 	2.7583 	-999	-999	67
7	yue2	circle	4	0.87	-1	3 	 2.6260578971562842 	 2 	 3.0	-999.0	2.0	2	-1	1	-1	-999	-999	0.0	1.53 	2.5302 	3.4256 	-999	1.8503 	2.939 	-999	-999	1.9731 	3.0212 	-999	-999	78
8	yue2	circle	4	0.67	-1	3 	 2.605105351088849 	 2 	 2.0	1.0	-999.0	1	-1	1	-1	-999	-0.0	-999	1.9792 	2.9799 	-999	-999	2.1918 	3.0335 	-999	-999	2.3184 	3.166 	-999	-999	76
9	yue2	circle	8	0.27	1	3 	 2.206158202812435 	 2 	 3.0	2.0	-999.0	0	1	-1	-1	-0.0	-999	-999	1.7253 	2.4725 	-999	-999	2.4898 	-999	-999	-999	2.0563 	2.6179 	-999	-999	121
