trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
0	jia1	circle	8	0.55	1	0 	 2.244499094978105 	 2 	 5.0	-999.0	0.0	2	1	-1	-1	-999	-999	1.0	1.8208 	2.4969 	-999	-999	1.8237 	2.7838 	-999	-999	1.8578 	2.8611 	-999	-999	122
1	jia1	circle	8	0.42	-1	3 	 2.7336769205214666 	 2 	 7.0	5.0	-999.0	1	-1	1	-1	-999	0.0	-999	1.5364 	2.8313 	3.6799 	-999	1.6593 	2.5688 	4.0506 	-999	1.9519 	2.9256 	-999	-999	153
2	jia1	circle	4	0.65	1	3 	 2.756207504379568 	 2 	 -999.0	3.0	0.0	1	1	-1	-1	-999	0.0	-999	1.5024 	2.3782 	3.6674 	-999	2.0026 	2.8005 	4.009 	-999	1.841 	2.6175 	4.0478 	-999	83
3	jia1	circle	4	0.15	1	3 	 2.0144229196035446 	 3 	 1.0	0.0	1.0	1	1	-1	-1	-999	0.0	-999	2.0857 	3.3679 	-999	-999	1.6165 	2.1928 	-999	-999	1.9052 	2.6762 	-999	-999	58
4	jia1	circle	4	0.48	1	3 	 2.2732326991661647 	 3 	 0.0	3.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.2028 	3.3804 	-999	-999	1.8356 	3.0554 	-999	-999	2.2907 	3.7611 	-999	-999	69
5	jia1	circle	8	0.32	1	3 	 2.5325133248002323 	 3 	 4.0	6.0	0.0	1	1	-1	-1	-999	0.0	-999	2.1399 	3.1606 	-999	-999	1.5373 	2.8156 	-999	-999	2.3544 	2.9621 	-999	-999	141
6	jia1	circle	8	0.13	1	0 	 2.175098620755937 	 3 	 0.0	6.0	1.0	2	1	-1	-1	-999	-999	-3.0	1.9797 	2.8223 	-999	-999	1.8873 	2.8941 	-999	-999	2.4749 	-999	-999	-999	121
7	jia1	circle	4	0.45	-1	3 	 2.5269155694195393 	 2 	 -999.0	1.0	1.0	2	-1	1	-1	-999	-999	0.0	2.1436 	2.8314 	-999	-999	1.5367 	2.5446 	3.718 	-999	1.7124 	3.2119 	-999	-999	75
8	jia1	circle	4	0.26	1	3 	 2.4391137587180185 	 2 	 2.0	-999.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.0883 	2.7962 	-999	-999	1.5781 	2.1111 	2.6573 	-999	2.1726 	3.3302 	-999	-999	68
9	jia1	circle	8	0.42	1	3 	 2.5440398362555547 	 3 	 1.0	4.0	0.0	1	1	-1	-1	-999	0.0	-999	2.0108 	3.2341 	-999	-999	1.9638 	2.6868 	-999	-999	2.2538 	2.7568 	-999	-999	141
10	jia1	circle	8	0.42	1	3 	 2.4297539344601677 	 2 	 5.0	5.0	0.0	2	1	-1	-1	-999	-999	0.0	2.0492 	3.323 	-999	-999	1.983 	3.1897 	-999	-999	2.1922 	3.3812 	-999	-999	135
11	jia1	circle	4	0.85	-1	3 	 2.4194316775576126 	 2 	 1.0	-999.0	0.0	0	-1	1	-1	0.0	-999	-999	2.3696 	3.3042 	-999	-999	2.0651 	2.9149 	-999	-999	1.7393 	2.9626 	-999	-999	72
12	jia1	circle	8	0.17	1	3 	 2.2467460031417694 	 2 	 7.0	7.0	-999.0	0	1	-1	-1	0.0	-999	-999	2.3995 	-999	-999	-999	2.1045 	3.0327 	-999	-999	2.4538 	-999	-999	-999	125
13	jia1	circle	4	0.26	-1	3 	 2.3281954593345358 	 2 	 2.0	3.0	2.0	1	-1	1	-1	-999	-0.0	-999	1.9191 	2.8889 	-999	-999	1.8046 	2.8873 	-999	-999	1.5602 	2.1269 	2.8471 	-999	70
14	jia1	circle	8	0.17	-1	0 	 2.463932172802521 	 2 	 7.0	6.0	-999.0	0	-1	1	-1	1.0	-999	-999	1.5891 	2.8617 	-999	-999	1.6891 	3.0092 	-999	-999	2.4564 	3.2785 	-999	-999	137
15	jia1	circle	4	0.65	-1	0 	 2.564265021217284 	 2 	 1.0	3.0	1.0	2	-1	1	-1	-999	-999	1.0	2.2642 	2.9052 	-999	-999	2.0747 	3.1451 	-999	-999	2.3333 	3.2118 	-999	-999	74
16	jia1	circle	4	0.15	-1	3 	 2.3089280532390917 	 3 	 2.0	1.0	2.0	0	-1	1	-1	0.0	-999	-999	2.2826 	3.1564 	-999	-999	2.1605 	2.7091 	-999	-999	1.957 	3.1554 	-999	-999	70
17	jia1	circle	8	0.55	-1	3 	 2.317364430845906 	 2 	 5.0	0.0	2.0	2	-1	1	-1	-999	-999	0.0	1.7298 	2.259 	3.3079 	-999	1.5012 	2.5188 	-999	-999	1.691 	2.8043 	-999	-999	128
18	jia1	circle	4	0.45	1	3 	 2.7814635392401574 	 2 	 0.0	1.0	1.0	2	1	-1	-1	-999	-999	-0.0	2.4771 	3.9591 	-999	-999	1.9616 	3.4426 	-999	-999	2.0196 	2.6197 	4.0985 	-999	88
19	jia1	circle	8	0.29	1	0 	 2.098621574686934 	 2 	 2.0	6.0	-999.0	0	1	-1	-1	1.0	-999	-999	2.0636 	2.9208 	-999	-999	2.2028 	-999	-999	-999	2.3706 	-999	-999	-999	116
20	jia1	circle	8	0.29	-1	3 	 2.0549360312497553 	 2 	 2.0	6.0	4.0	2	-1	1	-1	-999	-999	-0.0	1.5121 	2.0915 	2.5957 	-999	2.1394 	2.7489 	-999	-999	2.3581 	-999	-999	-999	114
21	jia1	circle	4	0.85	1	0 	 2.3629665309977965 	 2 	 3.0	2.0	0.0	1	1	-1	-1	-999	-1.0	-999	1.9401 	2.4892 	-999	-999	1.9233 	2.9549 	-999	-999	2.1298 	2.746 	-999	-999	69
22	jia1	circle	8	0.13	-1	3 	 2.2122002971680397 	 3 	 3.0	1.0	7.0	0	-1	1	-1	0.0	-999	-999	1.8847 	2.7742 	-999	-999	1.7954 	3.0715 	-999	-999	2.4305 	-999	-999	-999	122
23	jia1	circle	8	0.22	1	3 	 2.306602813361409 	 3 	 5.0	6.0	0.0	1	1	-1	-1	-999	0.0	-999	1.8474 	2.4677 	-999	-999	1.7513 	2.6139 	-999	-999	1.7362 	2.3306 	2.9754 	-999	128
24	jia1	circle	4	0.26	1	3 	 2.5239771127638515 	 3 	 2.0	3.0	1.0	0	1	-1	-1	-0.0	-999	-999	1.7023 	2.879 	-999	-999	2.1328 	3.0261 	-999	-999	1.7386 	2.492 	3.6261 	-999	73
25	jia1	circle	4	0.48	-1	3 	 2.1632545554596896 	 3 	 2.0	2.0	3.0	0	-1	1	-1	0.0	-999	-999	1.7202 	2.4362 	-999	-999	2.0748 	3.2262 	-999	-999	1.6208 	2.2694 	-999	-999	64
26	jia1	circle	8	0.22	-1	3 	 2.7169161208454593 	 3 	 6.0	0.0	6.0	0	-1	1	-1	0.0	-999	-999	1.8349 	2.9467 	-999	-999	1.9358 	2.8422 	-999	-999	1.8825 	2.4426 	3.8088 	-999	149
27	jia1	circle	4	0.26	-1	3 	 2.504460535477935 	 3 	 0.0	1.0	2.0	0	-1	1	-1	-0.0	-999	-999	1.7064 	2.2376 	3.4725 	-999	2.3244 	3.4508 	-999	-999	2.3027 	3.5578 	-999	-999	72
28	jia1	circle	4	0.37	1	3 	 2.624996720932877 	 3 	 2.0	1.0	1.0	2	1	-1	-1	-999	-999	0.0	2.1236 	3.395 	-999	-999	1.7023 	2.6997 	3.4327 	-999	1.926 	2.8654 	-999	-999	76
29	jia1	circle	8	0.32	-1	3 	 2.3813820129110748 	 3 	 7.0	1.0	3.0	0	-1	1	-1	0.0	-999	-999	2.2216 	3.0694 	-999	-999	1.9316 	2.5474 	-999	-999	1.6187 	2.5012 	-999	-999	132
30	jia1	circle	8	0.42	-1	3 	 2.6642903764572377 	 3 	 2.0	4.0	0.0	1	-1	1	-1	-999	-0.0	-999	1.5731 	2.1682 	2.8549 	-999	1.6437 	2.8259 	-999	-999	2.0554 	2.748 	3.921 	-999	147
31	jia1	circle	4	0.37	-1	3 	 2.541813047468324 	 3 	 0.0	3.0	0.0	1	-1	1	-1	-999	-0.0	-999	1.7978 	2.5503 	3.6923 	-999	2.3907 	3.584 	-999	-999	2.3935 	3.0242 	-999	-999	73
32	jia1	circle	8	0.13	-1	3 	 2.79063523303572 	 3 	 1.0	1.0	1.0	1	-1	1	-1	-999	0.0	-999	2.1555 	3.6367 	-999	-999	1.6699 	2.7479 	3.6148 	-999	2.1523 	2.7694 	4.0864 	-999	155
33	jia1	circle	8	0.17	-1	3 	 2.548708850468994 	 2 	 0.0	6.0	0.0	2	-1	1	-1	-999	-999	0.0	1.8044 	2.3411 	3.1855 	-999	1.9944 	2.4983 	3.4784 	-999	1.6862 	3.119 	-999	-999	139
34	jia1	circle	8	0.32	1	3 	 2.3921090874794135 	 3 	 2.0	5.0	3.0	0	1	-1	-1	-0.0	-999	-999	1.7099 	2.797 	-999	-999	2.2548 	3.3622 	-999	-999	2.2983 	2.9921 	-999	-999	132
35	jia1	circle	8	0.29	-1	3 	 2.2099085717317086 	 2 	 1.0	5.0	4.0	0	-1	1	-1	0.0	-999	-999	1.9625 	3.0635 	-999	-999	2.3864 	-999	-999	-999	1.9157 	3.2071 	-999	-999	122
36	jia1	circle	8	0.13	1	3 	 2.5904154826890853 	 3 	 5.0	7.0	3.0	2	1	-1	-1	-999	-999	0.0	2.469 	3.1527 	-999	-999	1.5755 	2.5455 	3.1913 	-999	2.2172 	3.2254 	-999	-999	143
37	jia1	circle	4	0.45	1	3 	 2.538947188353865 	 2 	 2.0	2.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.1811 	3.2881 	-999	-999	2.2686 	3.3787 	-999	-999	2.1864 	3.0572 	-999	-999	75
38	jia1	circle	4	0.26	-1	0 	 2.0083245103678413 	 2 	 2.0	2.0	1.0	2	-1	1	-1	-999	-999	-1.0	2.0106 	2.9935 	-999	-999	1.5878 	2.1535 	-999	-999	2.4988 	-999	-999	-999	60
39	jia1	circle	8	0.17	1	3 	 2.272637594472958 	 2 	 3.0	6.0	5.0	0	1	-1	-1	-0.0	-999	-999	1.8019 	2.3709 	2.9736 	-999	1.5736 	2.8244 	-999	-999	1.9189 	2.496 	-999	-999	125
40	jia1	circle	4	0.48	-1	0 	 2.1697267357552232 	 3 	 1.0	1.0	2.0	2	-1	1	-1	-999	-999	-1.0	2.4908 	-999	-999	-999	2.1482 	3.551 	-999	-999	2.0664 	2.6119 	-999	-999	65
41	jia1	circle	8	0.22	1	3 	 2.294952641604863 	 3 	 2.0	5.0	4.0	0	1	-1	-1	0.0	-999	-999	2.3978 	-999	-999	-999	2.1181 	2.6283 	-999	-999	1.9525 	2.8838 	-999	-999	126
42	jia1	circle	4	0.85	-1	3 	 2.077531445679511 	 2 	 3.0	2.0	3.0	1	-1	1	-1	-999	0.0	-999	1.9894 	2.8809 	-999	-999	2.3624 	-999	-999	-999	2.3037 	-999	-999	-999	61
43	jia1	circle	8	0.55	-1	0 	 2.0462528157955884 	 2 	 2.0	4.0	2.0	1	-1	1	-1	-999	1.0	-999	2.0739 	3.5311 	-999	-999	1.612 	2.1496 	-999	-999	1.6611 	2.502 	-999	-999	111
44	jia1	circle	4	0.15	-1	3 	 2.1737861421932263 	 3 	 2.0	1.0	1.0	1	-1	1	-1	-999	-0.0	-999	1.8429 	3.3008 	-999	-999	1.8307 	2.8504 	-999	-999	1.5918 	2.2214 	2.9639 	-999	64
45	jia1	circle	4	0.26	-1	3 	 2.509364604673789 	 3 	 0.0	3.0	2.0	1	-1	1	-1	-999	-0.0	-999	2.1703 	2.9044 	-999	-999	2.1925 	3.5976 	-999	-999	2.2655 	2.8861 	-999	-999	76
46	jia1	circle	4	0.45	-1	3 	 2.6917677994309464 	 2 	 2.0	3.0	1.0	1	-1	1	-1	-999	0.0	-999	2.3877 	3.2515 	-999	-999	1.7798 	2.3539 	3.5431 	-999	1.8281 	2.6809 	3.3527 	-999	79
