trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
47	M13b	circle	4	0.48	1	0 	 2.34384995794041 	 2 	 3.0	0.0	2.0	1	1	-1	-1	-999	1.0	-999	2.137 	2.6384 	-999	-999	2.5401 	-999	-999	-999	2.6795 	-999	-999	-999	65
48	M13b	circle	4	0.33	1	3 	 2.58568299205454 	 3 	 1.0	2.0	1.0	2	1	-1	-1	-999	-999	-0.0	2.5236 	3.5779 	-999	-999	2.6078 	3.1797 	-999	-999	2.6283 	3.3736 	-999	-999	69
49	M13b	circle	8	0.45	1	0 	 2.806277711990041 	 2 	 7.0	4.0	2.0	1	1	-1	-1	-999	1.0	-999	1.749 	2.7286 	3.932 	-999	2.5218 	4.0017 	-999	-999	2.2469 	3.5991 	-999	-999	149
50	M13b	circle	8	0.72	1	0 	 2.2735233084274578 	 2 	 2.0	1.0	5.0	0	1	-1	-1	-1.0	-999	-999	2.4704 	-999	-999	-999	2.0466 	3.1686 	-999	-999	2.2455 	3.2497 	-999	-999	119
51	M13b	circle	8	0.42	1	0 	 2.667051103987308 	 3 	 4.0	0.0	5.0	1	1	-1	-1	-999	1.0	-999	1.8948 	2.9246 	-999	-999	2.1077 	2.9945 	-999	-999	1.7745 	2.8615 	-999	-999	141
52	M13b	circle	4	0.19	-1	3 	 2.7363021809035337 	 3 	 0.0	2.0	1.0	0	-1	1	-1	-0.0	-999	-999	1.996 	2.5752 	3.1345 	-999	2.615 	3.9582 	-999	-999	1.9865 	3.1053 	-999	-999	76
53	M13b	circle	8	0.13	-1	3 	 2.8194300315490173 	 3 	 0.0	2.0	5.0	1	-1	1	-1	-999	-0.0	-999	1.7752 	2.6158 	3.6817 	-999	2.4954 	3.5929 	-999	-999	1.9755 	2.546 	3.4943 	-999	149
54	M13b	circle	8	0.59	1	0 	 2.2661407987747215 	 2 	 1.0	2.0	3.0	2	1	-1	-1	-999	-999	-2.0	1.7807 	2.7246 	-999	-999	2.2253 	3.4457 	-999	-999	2.2946 	3.0332 	-999	-999	118
55	M13b	circle	4	0.61	1	3 	 2.336944328125825 	 3 	 1.0	1.0	3.0	0	1	-1	-1	0.0	-999	-999	2.4956 	-999	-999	-999	2.6515 	-999	-999	-999	2.0209 	3.2903 	-999	-999	65
56	M13b	circle	4	0.75	1	3 	 2.675319263399335 	 3 	 3.0	2.0	0.0	1	1	-1	-1	-999	0.0	-999	1.8579 	3.2834 	-999	-999	2.334 	2.8805 	-999	-999	2.2211 	3.5482 	-999	-999	74
57	M13b	circle	4	0.61	-1	0 	 2.287316494539435 	 3 	 2.0	1.0	3.0	0	-1	1	-1	-1.0	-999	-999	1.9745 	2.953 	-999	-999	1.9049 	3.0175 	-999	-999	2.0339 	2.6946 	-999	-999	60
