trialnum	subject	basicShape	numObjects	speed	initialDirRing0	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	Direction0	Direction1	Direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev1_0	rev1_1	rev1_2	rev1_3	rev2_0	rev2_1	rev2_2	rev2_3	timingBlips
0	A14a	circle	4	0.82	-1	0 	 2.912490969451391 	 3 	 1.0	3.0	0.0	1	-1	1	-1	-999	2.0	-999	2.2045 	3.2542 	-999	-999	2.1804 	3.4685 	-999	-999	2.6066 	3.73 	-999	-999	89
1	A14a	circle	8	0.28	-1	3 	 2.695173266720628 	 3 	 7.0	5.0	5.0	1	-1	1	-1	-999	-0.0	-999	2.1156 	2.8539 	-999	-999	2.2097 	3.128 	-999	-999	1.7378 	2.5445 	3.1548 	-999	145
2	A14a	circle	8	0.52	1	3 	 2.8643523381829317 	 3 	 0.0	7.0	5.0	0	1	-1	-1	-0.0	-999	-999	2.4606 	3.3956 	-999	-999	2.3571 	3.081 	-999	-999	2.1727 	2.8892 	4.1582 	-999	154
3	A14a	circle	8	0.23	-1	3 	 2.455376552726693 	 2 	 1.0	-999.0	6.0	2	-1	1	-1	-999	-999	0.0	2.2757 	2.8207 	-999	-999	1.8995 	3.101 	-999	-999	2.2238 	2.7987 	-999	-999	132
4	A14a	circle	4	0.82	1	3 	 2.4572400987054883 	 3 	 1.0	2.0	3.0	1	1	-1	-1	-999	0.0	-999	2.574 	-999	-999	-999	2.2626 	3.4223 	-999	-999	1.7991 	2.9709 	-999	-999	69
5	A14a	circle	8	0.23	1	3 	 2.8328454813174235 	 2 	 2.0	-999.0	4.0	2	1	-1	-1	-999	-999	0.0	1.945 	3.1267 	-999	-999	2.0321 	2.7325 	3.241 	-999	2.3642 	3.3669 	-999	-999	153
6	A14a	circle	4	0.44	-1	3 	 2.393833258276427 	 3 	 2.0	2.0	0.0	2	-1	1	-1	-999	-999	0.0	2.6551 	-999	-999	-999	2.4974 	-999	-999	-999	1.9608 	3.4059 	-999	-999	68
7	A14a	circle	4	1.41	1	3 	 2.36104655402923 	 2 	 -999.0	1.0	3.0	2	1	-1	-1	-999	-999	0.0	1.8511 	2.6821 	-999	-999	2.3194 	2.9587 	-999	-999	2.2929 	3.7756 	-999	-999	68
8	A14a	circle	8	0.74	-1	3 	 2.408799997045078 	 2 	 6.0	7.0	-999.0	0	-1	1	-1	0.0	-999	-999	2.2356 	3.4299 	-999	-999	1.7107 	3.0397 	-999	-999	2.6977 	-999	-999	-999	129
9	A14a	circle	8	0.74	1	0 	 2.302154511513733 	 2 	 6.0	3.0	6.0	2	1	-1	-1	-999	-999	2.0	1.9829 	3.0358 	-999	-999	2.5079 	-999	-999	-999	1.9867 	2.9838 	-999	-999	122
10	A14a	circle	4	0.25	1	3 	 2.6455350985168207 	 3 	 3.0	0.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.1915 	3.2808 	-999	-999	2.6544 	3.5744 	-999	-999	2.4341 	3.4889 	-999	-999	74
11	A14a	circle	8	0.4	-1	3 	 2.4266200853362117 	 2 	 3.0	-999.0	6.0	0	-1	1	-1	0.0	-999	-999	1.8253 	2.4376 	3.4587 	-999	2.1565 	3.0393 	-999	-999	2.5916 	-999	-999	-999	129
12	A14a	circle	4	0.35	-1	3 	 2.9762595277336032 	 2 	 1.0	0.0	-999.0	0	-1	1	-1	-0.0	-999	-999	1.9356 	2.7323 	3.9537 	-999	2.0373 	3.3946 	-999	-999	2.0198 	3.035 	4.179 	-999	85
13	A14a	circle	4	1.01	1	0 	 2.218585518358088 	 3 	 0.0	2.0	3.0	0	1	-1	-1	1.0	-999	-999	2.1229 	2.7152 	-999	-999	2.0333 	3.3394 	-999	-999	2.1836 	3.5337 	-999	-999	62
14	A14a	circle	4	0.62	-1	3 	 2.670430966440432 	 2 	 1.0	-999.0	0.0	2	-1	1	-1	-999	-999	0.0	2.3873 	3.4729 	-999	-999	2.2844 	3.7246 	-999	-999	1.7074 	2.9927 	-999	-999	75
15	A14a	circle	8	0.4	1	3 	 2.2186407257936898 	 2 	 3.0	2.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.5433 	-999	-999	-999	2.3163 	2.865 	-999	-999	2.2642 	2.9305 	-999	-999	116
